ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global"
20973,variation,WHITE-XL-1534643376,"Women Sexy Solid Color Slim Chiffon Shirt Turn-down Collar Flare - XL, WHITE",1,0,visible,,,,,taxable,parent,1,2402,,0,0,,,,,0,,,20.66,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S24904408b7b84617b1143a924b9c9d03u-3.webp,,,women-sexy-solid-color-slim-chiffon-shirt-turn-down-collar-flare-1626754032,,,,,,0,Size,XL,,0,Color,WHITE,,0,,,,
20974,variation,WHITE-M-1403048882,"Women Sexy Solid Color Slim Chiffon Shirt Turn-down Collar Flare - M, WHITE",1,0,visible,,,,,taxable,parent,1,1990,,0,0,,,,,0,,,20.66,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S24904408b7b84617b1143a924b9c9d03u.webp,,,women-sexy-solid-color-slim-chiffon-shirt-turn-down-collar-flare-1626754032,,,,,,0,Size,M,,0,Color,WHITE,,0,,,,
20975,variation,GREEN-M-376031019,"Mueyaruho 2023 Autumn Winter Women Oversized Plaid Shirt Vintage Long - M, Green",1,0,visible,,,,,taxable,parent,1,383,,0,0,,,,,0,,,20.09,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S6b946f90843d4af7ab6b641db92f3327K-1.webp,,,mueyaruho-2023-autumn-winter-women-oversized-plaid-shirt-vintage-long-47734310,,,,,,0,Size,M,,0,Color,Green,,0,,,,
20976,variation,WHITESHIRT-LWEAR57-62.5KG-471975606,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - L wear 57-62.5KG, white shirt",1,0,visible,,,,,taxable,parent,1,110,,0,0,,,,,0,,,17.07,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S100daa4b5db440229bbe276633e9ab6aK-3.webp,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"L wear 57-62.5KG",,0,Color,"white shirt",,0,,,,
20977,variation,PEARLGREY-M(35-50KG)-CHINA-1505632011,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,164,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,M(35-50kg),,0,Color,"PEARL GREY",,0,"Ships From",CHINA,,0
20978,variable,asds-women-vest-skirt-sets-female-khaki-long-blazer-vest-v-neck-858678551,"ASDS Women Vest Skirt Sets Female Khaki Long Blazer Vest V Neck",1,0,visible,,"<div class=""detailmodule_html""><div class=""detail-desc-decorate-richtext""><div><p style=""font-family:OpenSans;font-size:20px;font-weight:900;line-height:28px;margin-bottom:12px"" class=""detail-desc-decorate-title"">Tops</p><div><img class=""detail-desc-decorate-image"" src="""" /></div></div><div><p style=""font-family:OpenSans;font-size:20px;font-weight:900;line-height:28px;margin-bottom:12px"" class=""detail-desc-decorate-title"">Skirts</p><div><img class=""detail-desc-decorate-image"" src="""" /></div></div><div><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /></div><div><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /></div><div> </div><div><br /></div><br /></div></div><br />",,,taxable,,1,,,0,0,,,,,1,,,,Shop,,,"https://shopflaire.pro/wp-content/uploads/2024/09/S40b89971563043ee8f139da37bcb3abe9-2.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S4d45e4f200e54b01a038176c26cfe2d3J-2.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S290c21aa1dd84924b0c5af6ecf652eddz-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S4be089d8756a46acafc39a800f32964eA-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S8b49d8f54f15409fa2462f45833a5facM-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S4d185ae7c78c42f3ad74a73411578a34Z-1.webp",,,,,,,,,0,Size,"M, L, Khaki Suit, S, Khaki Top",1,0,Color,"Khaki Skirt, S, M, L, Khaki Top",1,0,,,,
20979,variation,GREEN-L-614736033,"Mueyaruho 2023 Autumn Winter Women Oversized Plaid Shirt Vintage Long - L, Green",1,0,visible,,,,,taxable,parent,1,379,,0,0,,,,,0,,,20.25,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S6b946f90843d4af7ab6b641db92f3327K-2.webp,,,mueyaruho-2023-autumn-winter-women-oversized-plaid-shirt-vintage-long-47734310,,,,,,0,Size,L,,0,Color,Green,,0,,,,
20980,variation,WHITESHIRT-XXLWEARS72-76KG-1521448155,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - XXL wears 72-76KG, white shirt",1,0,visible,,,,,taxable,parent,1,113,,0,0,,,,,0,,,17.07,,,,,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"XXL wears 72-76KG",,0,Color,"white shirt",,0,,,,
20981,variation,PEARLGREY-L(50-60KG)-CHINA-285793229,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,189,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,L(50-60kg),,0,Color,"PEARL GREY",,0,"Ships From",CHINA,,0
20982,variation,BLACK-M-694239914,"Women Sexy Solid Color Slim Chiffon Shirt Turn-down Collar Flare - M, black",1,0,visible,,,,,taxable,parent,1,2668,,0,0,,,,,0,,,20.66,,,,,,,women-sexy-solid-color-slim-chiffon-shirt-turn-down-collar-flare-1626754032,,,,,,0,Size,M,,0,Color,black,,0,,,,
20983,variation,ORANGE-L-606722981,"Mueyaruho 2023 Autumn Winter Women Oversized Plaid Shirt Vintage Long - L, Orange",1,0,visible,,,,,taxable,parent,1,389,,0,0,,,,,0,,,20.14,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Sa8c68e1d8148400db1dc15077e1e92deb-2.webp,,,mueyaruho-2023-autumn-winter-women-oversized-plaid-shirt-vintage-long-47734310,,,,,,0,Size,L,,0,Color,Orange,,0,,,,
20985,variation,WHITESHIRT-MWEARS50-56.5KG-1443471001,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - M wears 50-56.5KG, white shirt",1,0,visible,,,,,taxable,parent,1,107,,0,0,,,,,0,,,17.07,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S100daa4b5db440229bbe276633e9ab6aK-1.webp,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"M wears 50-56.5KG",,0,Color,"white shirt",,0,,,,
20986,variation,PEARLGREY-XL(60-70KG)-CHINA-945840695,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,215,,0,0,,,,,0,,,6.36,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Saf4a08a7509842588df7d9f6d881d6bcM-1.webp,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,XL(60-70kg),,0,Color,"PEARL GREY",,0,"Ships From",CHINA,,0
20987,variation,WHITE-L-755701745,"Women Sexy Solid Color Slim Chiffon Shirt Turn-down Collar Flare - L, WHITE",1,0,visible,,,,,taxable,parent,1,2358,,0,0,,,,,0,,,20.66,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S24904408b7b84617b1143a924b9c9d03u-2.webp,,,women-sexy-solid-color-slim-chiffon-shirt-turn-down-collar-flare-1626754032,,,,,,0,Size,L,,0,Color,WHITE,,0,,,,
20989,variation,PINK-S-652051922,"Mueyaruho 2023 Autumn Winter Women Oversized Plaid Shirt Vintage Long - S, Pink",1,0,visible,,,,,taxable,parent,1,317,,0,0,,,,,0,,,19.97,,,,,,,mueyaruho-2023-autumn-winter-women-oversized-plaid-shirt-vintage-long-47734310,,,,,,0,Size,S,,0,Color,Pink,,0,,,,
20990,variation,PEARLGREY-2XL(70-80KG)-CHINA-1226371067,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,192,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,2XL(70-80kg),,0,Color,"PEARL GREY",,0,"Ships From",CHINA,,0
20992,variable,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm",1,0,visible,,"<span><strong>Pattern:</strong> SLIM</span><br /><span><strong>Yarn Thickness:</strong> Fine yarn</span><br /><span><strong>Percentage of Material:</strong> 81%-90%</span><br /><span><strong>Season:</strong> Autumn/Winter</span><br /><span><strong>Thickness:</strong> STANDARD</span><br /><span><strong>Model Number:</strong> MY465 Turtle Neck Winter Sweater</span><br /><span><strong>Place Of Origin:</strong> China (Mainland)</span><br /><span><strong>Closure Type:</strong> None</span><br /><span><strong>Pattern Type:</strong> Solid</span><br /><span><strong>Gender:</strong> WOMEN</span><br /><span><strong>Sleeve Length(cm):</strong> Full</span><br /><span><strong>Style:</strong> Casual</span><br /><span><strong>Decoration:</strong> NONE</span><br /><span><strong>Material:</strong> Polyester,Acrylic,Cotton</span><br /><span><strong>Sleeve Style:</strong> Regular</span><br /><span><strong>Collar:</strong> Turtleneck</span><br /><span><strong>Clothing Length:</strong> Regular</span><br /><span><strong>Material Composition:</strong> knitted</span><br /><span><strong>Elasticity:</strong> High Strecth</span><br /><span><strong>Fit Type:</strong> Slim</span><br /><span><strong>Origin:</strong> Mainland China</span><br /><span><strong>CN:</strong> Hunan</span><br /><span><strong>fall winter Turtle Neck Winter Sweater:</strong> Women Elegant Thick slim Female Knitted Pullover</span><br /><span><strong>Loose Basic Knitwear Jumper:</strong> all match knitted Tops 2023 New</span><br /><span><strong>Korean long sleeve knitwear jersey:</strong> slim bottomed sueter feminino</span><br /><span><strong>plus velvet fashion chic knit jumper:</strong> vintage soft knitted sweaters</span><br /><span><strong>thicken velvet lined warm sweaters:</strong> classic solid add velvet pulls</span><br />",,,taxable,,1,,,0,0,,,,,1,,,,Shop,,,"https://shopflaire.pro/wp-content/uploads/2024/09/Turtleneck-Winter-Sweater-Women-Elegant-Thicken-Velvet-Lined-Warm-Sueter-Knitted-Pullover-Slim-Tops-Jersey-Knitwear-1.jpg, https://shopflaire.pro/wp-content/uploads/2024/09/Turtleneck-Winter-Sweater-Women-Elegant-Thicken-Velvet-Lined-Warm-Sueter-Knitted-Pullover-Slim-Tops-Jersey-Knitwear-2.jpg, https://shopflaire.pro/wp-content/uploads/2024/09/Turtleneck-Winter-Sweater-Women-Elegant-Thicken-Velvet-Lined-Warm-Sueter-Knitted-Pullover-Slim-Tops-Jersey-Knitwear-3.jpg, https://shopflaire.pro/wp-content/uploads/2024/09/Turtleneck-Winter-Sweater-Women-Elegant-Thicken-Velvet-Lined-Warm-Sueter-Knitted-Pullover-Slim-Tops-Jersey-Knitwear-4.jpg, https://shopflaire.pro/wp-content/uploads/2024/09/Turtleneck-Winter-Sweater-Women-Elegant-Thicken-Velvet-Lined-Warm-Sueter-Knitted-Pullover-Slim-Tops-Jersey-Knitwear-5.jpg, https://shopflaire.pro/wp-content/uploads/2024/09/Turtleneck-Winter-Sweater-Women-Elegant-Thicken-Velvet-Lined-Warm-Sueter-Knitted-Pullover-Slim-Tops-Jersey-Knitwear-6.jpg",,,,,,,,,0,Size,"M, L, XL, S",1,0,Color,"Black, Army Green, Ivory, Dark Grey, Green, Light yellow, Sky Blue, Bright Yellow",1,0,,,,
20994,variation,PINK-M-288796112,"Mueyaruho 2023 Autumn Winter Women Oversized Plaid Shirt Vintage Long - M, Pink",1,0,visible,,,,,taxable,parent,1,282,,0,0,,,,,0,,,20.13,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Se5463755c80141ba867708e4eec1cb22N-1.webp,,,mueyaruho-2023-autumn-winter-women-oversized-plaid-shirt-vintage-long-47734310,,,,,,0,Size,M,,0,Color,Pink,,0,,,,
20995,variation,WHITESHIRT-XXXLWEARS76-80KG-1025220553,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - XXXL wears 76-80KG, white shirt",1,0,visible,,,,,taxable,parent,1,114,,0,0,,,,,0,,,17.07,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S100daa4b5db440229bbe276633e9ab6aK-1.webp,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"XXXL wears 76-80KG",,0,Color,"white shirt",,0,,,,
20996,variation,BLACK-S-591054641,"Women Sexy Solid Color Slim Chiffon Shirt Turn-down Collar Flare - S, black",1,0,visible,,,,,taxable,parent,1,3094,,0,0,,,,,0,,,20.66,,,,,,,women-sexy-solid-color-slim-chiffon-shirt-turn-down-collar-flare-1626754032,,,,,,0,Size,S,,0,Color,black,,0,,,,
20997,variation,RED-M(35-50KG)-CHINA-1509863682,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,176,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,M(35-50kg),,0,Color,Red,,0,"Ships From",CHINA,,0
20998,variation,PINK-L-462974170,"Mueyaruho 2023 Autumn Winter Women Oversized Plaid Shirt Vintage Long - L, Pink",1,0,visible,,,,,taxable,parent,1,315,,0,0,,,,,0,,,20.19,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Se5463755c80141ba867708e4eec1cb22N-1.webp,,,mueyaruho-2023-autumn-winter-women-oversized-plaid-shirt-vintage-long-47734310,,,,,,0,Size,L,,0,Color,Pink,,0,,,,
20999,variation,BLACK-L-264164897,"Women Sexy Solid Color Slim Chiffon Shirt Turn-down Collar Flare - L, black",1,0,visible,,,,,taxable,parent,1,2006,,0,0,,,,,0,,,20.66,,,,,,,women-sexy-solid-color-slim-chiffon-shirt-turn-down-collar-flare-1626754032,,,,,,0,Size,L,,0,Color,black,,0,,,,
21000,variation,WHITESHIRT-XLWEARS62.5-72KG-1648794821,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - XL wears 62.5-72KG, white shirt",1,0,visible,,,,,taxable,parent,1,108,,0,0,,,,,0,,,17.07,,,,,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"XL wears 62.5-72KG",,0,Color,"white shirt",,0,,,,
21002,variation,GREEN-XS-684434994,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XS, Green",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,22.46,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XS,,0,Color,Green,,0,,,,
21004,variation,RED-L(50-60KG)-CHINA-953013970,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,176,,0,0,,,,,0,,,6.36,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Sba6cb3b391c04f57a19c22023a76254dH.webp,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,L(50-60kg),,0,Color,Red,,0,"Ships From",CHINA,,0
21006,variation,GREEN-S-613335349,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - S, Green",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,22.46,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,S,,0,Color,Green,,0,,,,
21009,variation,LIGHTBLUESHIRT-MWEARS50-56.5KG-56642043,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - M wears 50-56.5KG, light blue shirt",1,0,visible,,,,,taxable,parent,1,111,,0,0,,,,,0,,,17.07,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S94d28e5339904f4aa4a99bdba10b0f90c-1.webp,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"M wears 50-56.5KG",,0,Color,"light blue shirt",,0,,,,
21011,variation,WHITE-S-360251489,"Women Sexy Solid Color Slim Chiffon Shirt Turn-down Collar Flare - S, WHITE",1,0,visible,,,,,taxable,parent,1,2044,,0,0,,,,,0,,,20.66,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S24904408b7b84617b1143a924b9c9d03u-2.webp,,,women-sexy-solid-color-slim-chiffon-shirt-turn-down-collar-flare-1626754032,,,,,,0,Size,S,,0,Color,WHITE,,0,,,,
21012,variable,women-white-blue-lapel-button-shirts-2-pieces-sets-casual-solid-long-631009805,"Women White Blue Lapel Button Shirts 2 Pieces Sets Casual Solid Long",1,0,visible,,"<div class=""detailmodule_image""><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_image""><img class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_image""><img class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_image""><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_image""><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_image""><img class=""detail-desc-decorate-image"" src="""" /></div><br />",,,taxable,,1,,,0,0,,,,,1,,,,Shop,,,"https://shopflaire.pro/wp-content/uploads/2024/09/A0792844e4cb74da79409ee6210e19552G-4.webp, https://shopflaire.pro/wp-content/uploads/2024/09/A11b691d3865a4181914a26c824bae599U-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Af6604a00adf340b09686984da6f032ebg.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Afa99e21f6d954a24974c0a89126d4158U.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Aed159d50bc1a462fa66fecfc17b33c59l-4.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Ac29f87a010f7444ca2fc7159929bca15c.webp",,,,,,,,,0,Size,"S, WHITE, M, L, XL, XXL",1,0,Color,"Blue, L, S, M, XL, XXL",1,0,,,,
21014,variation,GREEN-M-553066957,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - M, Green",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,23.11,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,M,,0,Color,Green,,0,,,,
21015,variation,YELLOW-M(35-50KG)-CHINA-832379511,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,183,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,M(35-50kg),,0,Color,Yellow,,0,"Ships From",CHINA,,0
21016,variation,LIGHTBLUESHIRT-XLWEARS62.5-72KG-220250211,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - XL wears 62.5-72KG, light blue shirt",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,17.07,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S94d28e5339904f4aa4a99bdba10b0f90c-2.webp,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"XL wears 62.5-72KG",,0,Color,"light blue shirt",,0,,,,
21017,variation,ROSERED-S-1308542046,"Spring Summer 2023 Women Holiday Linen Pant Set Crop Tops Solid - S, Rose Red",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,26.27,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S8f9535107e4d4013a58ccf8081bea02cw-1.webp,,,spring-summer-2023-women-holiday-linen-pant-set-crop-tops-solid-55458005,,,,,,0,Size,S,,0,Color,"Rose Red",,0,,,,
21019,variation,GREEN-L-798884076,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - L, Green",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,23.11,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,L,,0,Color,Green,,0,,,,
21020,variation,PINK(COLOR)-XXLWEARS72-76KG-531500034,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - XXL wears 72-76KG, pink (color)",1,0,visible,,,,,taxable,parent,1,105,,0,0,,,,,0,,,17.07,,,,,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"XXL wears 72-76KG",,0,Color,"pink (color)",,0,,,,
21021,variation,YELLOW-L(50-60KG)-CHINA-945416047,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,176,,0,0,,,,,0,,,6.36,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Sf32f2cc484f3452f815381f616799bb7d-1.webp,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,L(50-60kg),,0,Color,Yellow,,0,"Ships From",CHINA,,0
21023,variation,PINK-S-620004976,"Spring Summer 2023 Women Holiday Linen Pant Set Crop Tops Solid - S, Pink",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,26.82,,,,,,,spring-summer-2023-women-holiday-linen-pant-set-crop-tops-solid-55458005,,,,,,0,Size,S,,0,Color,Pink,,0,,,,
21024,variation,CYAN-M(35-50KG)-CHINA-1173471583,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,177,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,M(35-50kg),,0,Color,Cyan,,0,"Ships From",CHINA,,0
21025,variation,GREEN-XL-366003986,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XL, Green",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,23.76,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XL,,0,Color,Green,,0,,,,
21026,variation,LIGHTBLUESHIRT-LWEAR57-62.5KG-144579472,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - L wear 57-62.5KG, light blue shirt",1,0,visible,,,,,taxable,parent,1,104,,0,0,,,,,0,,,17.07,,,,,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"L wear 57-62.5KG",,0,Color,"light blue shirt",,0,,,,
21027,variation,KHAKISKIRT-M-989399749,"ASDS Women Vest Skirt Sets Female Khaki Long Blazer Vest V Neck - M, Khaki Skirt",1,0,visible,,,,,taxable,parent,1,49,,0,0,,,,,0,,,14.6,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S78aae49b6bd2444a8d65d4998483e61fS.webp,,,asds-women-vest-skirt-sets-female-khaki-long-blazer-vest-v-neck-858678551,,,,,,0,Size,M,,0,Color,"Khaki Skirt",,0,,,,
21028,variation,CYAN-L(50-60KG)-CHINA-526104388,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,175,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,L(50-60kg),,0,Color,Cyan,,0,"Ships From",CHINA,,0
21029,variation,GREEN-XXL-1052289501,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XXL, Green",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,23.76,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XXL,,0,Color,Green,,0,,,,
21030,variation,KHAKISKIRT-L-1026129154,"ASDS Women Vest Skirt Sets Female Khaki Long Blazer Vest V Neck - L, Khaki Skirt",1,0,visible,,,,,taxable,parent,1,50,,0,0,,,,,0,,,14.89,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S78aae49b6bd2444a8d65d4998483e61fS-1.webp,,,asds-women-vest-skirt-sets-female-khaki-long-blazer-vest-v-neck-858678551,,,,,,0,Size,L,,0,Color,"Khaki Skirt",,0,,,,
21031,variation,ROSERED-L-1053094116,"Spring Summer 2023 Women Holiday Linen Pant Set Crop Tops Solid - L, Rose Red",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,26.84,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S8f9535107e4d4013a58ccf8081bea02cw-1.webp,,,spring-summer-2023-women-holiday-linen-pant-set-crop-tops-solid-55458005,,,,,,0,Size,L,,0,Color,"Rose Red",,0,,,,
21032,variation,PINK(COLOR)-XLWEARS62.5-72KG-784089401,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - XL wears 62.5-72KG, pink (color)",1,0,visible,,,,,taxable,parent,1,105,,0,0,,,,,0,,,17.07,,,,,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"XL wears 62.5-72KG",,0,Color,"pink (color)",,0,,,,
21034,variation,KHAKI-XL-213165389,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XL, Khaki",1,0,visible,,,,,taxable,parent,1,30,,0,0,,,,,0,,,23.76,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XL,,0,Color,Khaki,,0,,,,
21036,variation,S-KHAKISUIT-540154781,"ASDS Women Vest Skirt Sets Female Khaki Long Blazer Vest V Neck - Khaki Suit, S",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,24.49,,,,,,,asds-women-vest-skirt-sets-female-khaki-long-blazer-vest-v-neck-858678551,,,,,,0,Size,"Khaki Suit",,0,Color,S,,0,,,,
